group	colour	yend	showSelected1
1	#66C2A5	-0.699557931899951	sous-entraînement
2	#FC8D62	-0.699557931899951	validation
3	#66C2A5	-0.699557931899951	sous-entraînement
4	#FC8D62	-0.699557931899951	validation
5	#66C2A5	-0.57461175976323	sous-entraînement
6	#FC8D62	-0.57461175976323	validation
7	#66C2A5	-0.57461175976323	sous-entraînement
8	#66C2A5	-0.57461175976323	sous-entraînement
9	#FC8D62	-0.57461175976323	validation
10	#66C2A5	-0.656992649457968	sous-entraînement
11	#FC8D62	-0.656992649457968	validation
12	#66C2A5	0.222627647863225	sous-entraînement
13	#66C2A5	0.121519266167902	sous-entraînement
14	#66C2A5	-0.0378266644956677	sous-entraînement
15	#66C2A5	0.296136416036393	sous-entraînement
16	#FC8D62	0.296136416036393	validation
17	#66C2A5	0.182024297912188	sous-entraînement
18	#FC8D62	0.182024297912188	validation
19	#66C2A5	0.265765443731891	sous-entraînement
20	#FC8D62	0.265765443731891	validation
21	#FC8D62	-0.792793548205234	validation
22	#66C2A5	-0.792793548205234	sous-entraînement
23	#66C2A5	-0.792793548205234	sous-entraînement
24	#66C2A5	-1.03456378199638	sous-entraînement
25	#FC8D62	-1.03456378199638	validation
26	#FC8D62	-1.03456378199638	validation
27	#FC8D62	-1.03456378199638	validation
28	#FC8D62	-0.793834456390077	validation
29	#FC8D62	-0.793834456390077	validation
30	#66C2A5	-0.793834456390077	sous-entraînement
31	#FC8D62	-0.793834456390077	validation
32	#66C2A5	1.60279981838796	sous-entraînement
33	#66C2A5	1.60279981838796	sous-entraînement
34	#FC8D62	1.60279981838796	validation
35	#FC8D62	1.60279981838796	validation
36	#FC8D62	1.60279981838796	validation
37	#FC8D62	1.60279981838796	validation
38	#66C2A5	1.60279981838796	sous-entraînement
39	#FC8D62	1.60279981838796	validation
40	#FC8D62	1.60279981838796	validation
41	#FC8D62	0.315495878765562	validation
42	#66C2A5	0.315495878765562	sous-entraînement
43	#FC8D62	0.315495878765562	validation
44	#66C2A5	0.315495878765562	sous-entraînement
45	#66C2A5	0.315495878765562	sous-entraînement
46	#66C2A5	0.315495878765562	sous-entraînement
47	#66C2A5	0.315495878765562	sous-entraînement
48	#FC8D62	0.315495878765562	validation
49	#66C2A5	0.315495878765562	sous-entraînement
50	#FC8D62	0.315495878765562	validation
